platform,date,content_type,views,likes,comments,shares,watch_time,followers_gained,engagement_rate,virality_score,watch_time_per_view,follower_conversion_rate,day_of_week,month,week,performance_category
YouTube,2025-01-21,Video,37736,3435,558,222,24341,561,0.11169705321178715,0.2558299766800933,0.6450339198643206,0.014866440534237864,Tuesday,1,4,Medium
YouTube,2025-02-23,Video,27754,2579,166,156,28358,547,0.10452547380557757,0.2318945016934496,1.0217626288102615,0.01970887079339915,Sunday,2,8,Medium
Instagram,2025-01-16,Post,21495,2290,382,195,16350,416,0.13337985578041406,0.3117469178878809,0.7606420097697139,0.01935333798557804,Thursday,1,3,Medium
YouTube,2025-03-06,Short,75679,8108,768,546,89459,617,0.12449953091346344,0.28079123667067485,1.1820848584151482,0.008152856142390887,Thursday,3,10,Medium
YouTube,2025-03-24,Video,21495,1375,162,119,17922,269,0.07704117236566643,0.1782274947662247,0.8337752965806001,0.012514538264712724,Monday,3,13,Low
YouTube,2025-01-10,Video,46453,4657,282,129,24125,450,0.10909951994489053,0.23260069317374552,0.5193421307558177,0.009687210729124061,Friday,1,2,Medium
Instagram,2025-04-06,Reel,106112,14204,1105,1194,81639,1989,0.15552435162846803,0.3552190138721351,0.7693663299155609,0.018744345597104944,Sunday,4,14,High
YouTube,2025-02-26,Video,16705,2246,393,140,9294,191,0.16635737803052977,0.3813828195151152,0.5563603711463634,0.011433702484286141,Wednesday,2,9,High
YouTube,2025-04-28,Short,52151,7593,785,721,59925,746,0.17447412321911374,0.4054764050545531,1.1490671319821288,0.014304615443615654,Monday,4,18,High
Instagram,2025-05-16,Post,20605,1087,66,45,24140,314,0.05814122785731619,0.1260373695704926,1.1715603008978404,0.01523901965542344,Friday,5,20,Low
YouTube,2025-03-20,Short,36849,4802,288,157,41634,718,0.14239192379711796,0.3053814214768379,1.1298542701294472,0.019484924964042444,Thursday,3,12,High
YouTube,2025-06-26,Short,46287,5028,950,189,15900,630,0.13323395337783828,0.2992416877308964,0.3435089766025018,0.013610733035193466,Thursday,6,26,Medium
YouTube,2025-02-04,Short,79247,4597,237,207,78053,425,0.0636112408040683,0.13804938988226684,0.984933183590546,0.005362979040216033,Tuesday,2,6,Low
YouTube,2025-06-20,Short,86166,10224,1621,285,37698,578,0.1407747835573196,0.31028479910869716,0.43750435206461946,0.006707982266787364,Friday,6,25,High
YouTube,2025-01-03,Video,29447,4370,762,408,21750,521,0.1881346147315516,0.44371243250585796,0.738615139063402,0.0176928040207831,Friday,1,1,High
YouTube,2025-01-31,Short,125365,16755,1465,1259,55649,2340,0.1553782953774977,0.3525704941570614,0.4438958241933554,0.018665496749491486,Friday,1,5,High
Instagram,2025-01-02,Reel,78249,10764,546,243,70635,1451,0.14764405934900127,0.3115822566422574,0.9026952421117203,0.018543367966363786,Thursday,1,1,High
Instagram,2025-05-10,Story,43763,4709,441,184,44698,698,0.12188378310444896,0.2664579667755867,1.0213650800904874,0.015949546420492195,Saturday,5,19,Medium
YouTube,2025-04-17,Video,8633,965,177,69,4505,148,0.14027568631993514,0.3250318545117572,0.5218348198772154,0.01714351905478976,Thursday,4,16,High
Instagram,2025-06-28,Post,36769,4023,405,321,19901,455,0.12915771437896054,0.2955206831842041,0.5412439827028203,0.012374554652016645,Saturday,6,26,Medium
Instagram,2025-05-08,Story,48391,6390,1179,155,37282,748,0.15961645760575313,0.3532061747019074,0.7704325184435122,0.015457419768138704,Thursday,5,19,High
YouTube,2025-02-16,Video,31579,1821,213,154,20384,267,0.06928655118908135,0.15994806675322207,0.6454922575129042,0.00845498590835682,Sunday,2,7,Low
YouTube,2025-01-24,Video,34255,4048,737,350,16783,547,0.14990512333965844,0.35197781345788937,0.48994307400379505,0.015968471755948038,Friday,1,4,High
Instagram,2025-04-10,Post,30899,3011,152,255,20777,545,0.11061846661704262,0.2509142690701964,0.6724165830609404,0.017638111265736754,Thursday,4,15,Medium
Instagram,2025-05-25,Post,18984,2775,489,277,17415,224,0.18652549515381373,0.44258322798145805,0.9173514538558787,0.011799410029498525,Sunday,5,21,High
Instagram,2025-03-30,Reel,40351,4372,419,278,21418,412,0.1256226611484226,0.28229783648484547,0.5307922975886595,0.010210403707466977,Sunday,3,13,Medium
YouTube,2025-02-04,Video,11925,1101,99,38,6300,71,0.10381551362683439,0.22549266247379454,0.5283018867924528,0.005953878406708596,Tuesday,2,6,Medium
YouTube,2025-02-20,Short,28595,3584,591,219,15391,549,0.15366322783703446,0.3509704493792621,0.5382409512152474,0.019199160692428746,Thursday,2,8,High
Instagram,2025-02-18,Story,32804,2460,490,92,24046,169,0.09273259358614803,0.2088159980490184,0.7330203633703207,0.005151810754786002,Tuesday,2,8,Low
YouTube,2025-06-10,Short,105990,11302,894,1036,115855,1944,0.1248419662232286,0.2874422115293896,1.0930748183790924,0.01834135295782621,Tuesday,6,24,Medium
Instagram,2025-01-13,Story,9611,619,106,14,5614,106,0.07689106232441993,0.1691811466028509,0.584122359796067,0.011029029237332224,Monday,1,3,Low
Instagram,2025-02-07,Reel,85014,6184,541,311,40409,1279,0.08276283906180158,0.18286399887077423,0.47532171171807,0.015044580892558872,Friday,2,6,Low
Instagram,2025-06-18,Story,49414,3203,475,273,53379,846,0.07995709717893715,0.18610110495001417,1.08024041769539,0.017120654065649412,Wednesday,6,25,Low
YouTube,2025-06-18,Short,47997,6879,403,142,57102,546,0.15467633393753777,0.3266245807029606,1.189699356209763,0.011375710981936371,Wednesday,6,25,High
YouTube,2025-04-05,Video,12165,932,109,84,8357,182,0.09247842170160296,0.2146321413892314,0.686970817920263,0.014960953555281545,Saturday,4,14,Low
Instagram,2025-03-19,Story,31314,1614,216,145,16312,542,0.06307083093823848,0.1469310851376381,0.5209171616529348,0.017308552085329245,Wednesday,3,12,Low
YouTube,2025-03-19,Short,36164,3553,463,205,42027,416,0.11671828337573277,0.2632452162371419,1.1621225528149541,0.011503152306160823,Wednesday,3,12,Medium
YouTube,2025-04-10,Video,35404,2686,446,123,29150,524,0.09193876398147102,0.20689752570331035,0.8233532934131736,0.014800587504236809,Thursday,4,15,Low
YouTube,2025-06-22,Short,27065,1961,196,86,23759,267,0.08287456124145576,0.1825235544060595,0.8778496212820986,0.00986513947903196,Sunday,6,25,Low
YouTube,2025-03-18,Short,52795,7222,763,451,49519,821,0.1597878586987404,0.35965527038545314,0.9379486693815702,0.01555071502983237,Tuesday,3,12,High
YouTube,2025-02-01,Short,8751,1219,163,107,4439,56,0.1701519826305565,0.3956119300651354,0.5072563135641641,0.006399268655010856,Saturday,2,5,High
Instagram,2025-04-04,Reel,123624,6303,934,612,94980,1508,0.06349090791432084,0.14938846825859056,0.7682974179770918,0.012198278651394551,Friday,4,14,Low
YouTube,2025-01-12,Video,34242,1776,307,124,12200,403,0.06445301092225922,0.14873547105893348,0.3562876000233631,0.011769172361427487,Sunday,1,2,Low
Instagram,2025-02-07,Story,19298,1630,236,117,14875,282,0.10275676235879366,0.23593118457871282,0.7708052647942792,0.014612913255259612,Friday,2,6,Medium
YouTube,2025-04-05,Short,72911,9639,1150,517,45752,1146,0.15506576511088863,0.3471766948745731,0.6275047660846785,0.01571779292562165,Saturday,4,14,High
YouTube,2025-02-21,Short,90998,8246,1251,433,89274,1535,0.10912327743466889,0.2462691487725005,0.9810545286709598,0.016868502604452846,Friday,2,8,Medium
YouTube,2025-05-31,Short,33736,4192,531,379,20498,665,0.1512331041024425,0.3519089400047427,0.6076001897083234,0.019711880483756224,Saturday,5,22,High
Instagram,2025-01-09,Story,40507,2833,350,270,27932,499,0.08524452563754413,0.1991260769743501,0.6895598291653294,0.012318858468906608,Thursday,1,2,Low
YouTube,2025-04-17,Video,36090,2193,420,51,34154,581,0.07381546134663342,0.16350789692435577,0.9463563313937379,0.016098642283180937,Thursday,4,16,Low
Instagram,2025-03-30,Reel,86024,5426,540,337,57839,1036,0.07327025016274528,0.16457035245977866,0.6723588765925789,0.01204315074862829,Sunday,3,13,Low
YouTube,2025-03-23,Video,29443,2603,344,115,23798,436,0.10399755459701797,0.23139625717488027,0.8082736134225452,0.014808273613422546,Sunday,3,12,Medium
Instagram,2025-04-13,Post,35414,2742,269,229,33553,534,0.09148924154289265,0.20997345682498447,0.9474501609532953,0.015078782402439712,Sunday,4,15,Low
YouTube,2025-06-13,Video,8413,973,118,50,3842,74,0.13562343991441816,0.30310234161416855,0.4566741946986806,0.008795911089979793,Friday,6,24,Medium
YouTube,2025-04-06,Short,147736,10223,774,605,113782,1931,0.07853197595711268,0.17458845508203824,0.7701711160448368,0.013070612443818703,Sunday,4,14,Low
Instagram,2025-03-29,Reel,25580,2836,367,269,16278,293,0.13573103987490226,0.31735731039874904,0.6363565285379202,0.01145426114151681,Saturday,3,13,Medium
YouTube,2025-03-17,Short,74553,7047,438,173,61394,1218,0.10271887113865304,0.21827424785052243,0.8234946950491596,0.016337370729548106,Monday,3,12,Medium
Instagram,2025-05-29,Post,43749,2491,353,211,50818,352,0.06983016754668678,0.16219799309698507,1.1615808361333972,0.008045898191958674,Thursday,5,22,Low
Instagram,2025-03-10,Story,28919,2045,212,84,33012,475,0.08095024032642899,0.17794529548047996,1.1415332480376224,0.016425187592931982,Monday,3,11,Low
Instagram,2025-02-07,Post,12787,710,109,62,8893,140,0.0688980996324392,0.1608665050441855,0.6954719637131461,0.01094861969187456,Friday,2,6,Low
YouTube,2025-05-23,Short,9503,945,69,74,3233,107,0.11449016100178891,0.2596022308744607,0.3402083552562349,0.01125960223087446,Friday,5,21,Medium
Instagram,2025-06-26,Post,31233,4449,321,325,16718,513,0.1631287420356674,0.3677520571190728,0.5352671853488298,0.016424935164729614,Thursday,6,26,High
Instagram,2025-05-12,Post,13731,2056,295,146,9905,201,0.1818512854125701,0.41708542713567837,0.7213604253149807,0.014638409438496832,Monday,5,20,High
YouTube,2025-01-17,Video,44165,3633,188,124,30444,619,0.0893241254386958,0.19132797464055248,0.6893241254386958,0.014015623231065323,Friday,1,3,Low
Instagram,2025-06-08,Post,20723,2053,367,133,21285,179,0.12319644839067703,0.2833566568547025,1.027119625536843,0.008637745500168895,Sunday,6,23,Medium
YouTube,2025-06-20,Video,15686,805,122,36,15886,88,0.0613923243656764,0.13744740532959326,1.0127502231289047,0.005610098176718092,Friday,6,25,Low
Instagram,2025-05-30,Story,43306,2288,170,177,13795,813,0.06084607213781,0.13787927769824043,0.3185470835450053,0.018773380132083316,Friday,5,22,Low
Instagram,2025-06-19,Reel,80538,5114,967,190,36874,528,0.07786386550448236,0.17481189003948447,0.4578459857458591,0.006555911495194815,Thursday,6,25,Low
YouTube,2025-02-22,Video,21359,1889,359,133,9634,307,0.1114752563322253,0.2584390654993211,0.4510510791703731,0.014373332084835433,Saturday,2,8,Medium
YouTube,2025-05-10,Short,76584,9917,1282,710,62951,1372,0.15550245482085032,0.3555572965632508,0.8219863156795153,0.017914969184163795,Saturday,5,19,High
YouTube,2025-04-11,Video,22093,2003,394,115,8163,295,0.1137011723170235,0.2608518535282669,0.3694835468247861,0.013352645634363825,Friday,4,15,Medium
Instagram,2025-05-08,Reel,26068,2002,355,176,28200,520,0.09716894276507596,0.22821083320546265,1.0817860978978058,0.019947828755562374,Thursday,5,19,Low
Instagram,2025-05-08,Post,21715,1897,263,63,18255,126,0.10237163251208842,0.22555836979046742,0.8406631360810499,0.0058024407091871975,Thursday,5,19,Medium
Instagram,2025-06-22,Story,22021,2907,285,236,20762,222,0.1556695881204305,0.35643249625357615,0.942827301212479,0.010081286045138731,Sunday,6,25,High
Instagram,2025-01-15,Post,4245,508,90,23,1425,49,0.14628975265017669,0.3300353356890459,0.33568904593639576,0.01154299175500589,Wednesday,1,3,High
Instagram,2025-02-23,Story,49108,6709,803,556,40931,775,0.1642909505579539,0.37889956829844423,0.8334894518204773,0.015781542722163394,Sunday,2,8,High
Instagram,2025-03-21,Story,27199,2640,402,61,23822,486,0.11408507665723004,0.2496782969962131,0.8758410235670429,0.017868303981764037,Friday,3,12,Medium
YouTube,2025-02-26,Video,26896,1373,99,76,31825,289,0.057555026769779895,0.12726799524092802,1.1832614515169542,0.010745092207019632,Wednesday,2,9,Low
YouTube,2025-06-10,Short,56595,5557,1053,543,22218,373,0.1263892570015019,0.30016785935153284,0.39257884972170687,0.006590688223341285,Tuesday,6,24,Medium
Instagram,2025-02-20,Post,47803,6611,467,366,45216,746,0.1557224441980629,0.3441834194506621,0.945882057611447,0.015605715122481852,Thursday,2,8,High
Instagram,2025-06-27,Post,5089,721,82,18,2568,97,0.1613283552760857,0.3493810178817056,0.5046178031047357,0.01906071919827078,Friday,6,26,High
YouTube,2025-01-08,Short,83170,5452,750,324,85477,980,0.07846579295419022,0.1776361668870987,1.0277383671997113,0.011783094865937238,Wednesday,1,2,Low
YouTube,2025-05-09,Short,57320,4921,607,129,38187,818,0.09869155617585484,0.21472435450104677,0.6662072575017446,0.01427076064200977,Friday,5,19,Low
Instagram,2025-03-19,Story,2177,162,24,9,2145,12,0.08957280661460726,0.20257234726688103,0.9853008727606798,0.005512172714745062,Wednesday,3,12,Low
Instagram,2025-05-01,Post,46863,2767,150,102,32664,357,0.06442182532061541,0.13857414164692827,0.6970104346712759,0.007617950195249984,Thursday,5,18,Low
Instagram,2025-04-22,Post,40452,3265,491,319,38461,397,0.10073667556610304,0.23726886186097101,0.9507811727479482,0.009814100662513597,Tuesday,4,17,Low
Instagram,2025-03-27,Reel,70658,8909,1655,706,83184,1259,0.15950069348127602,0.3723994452149792,1.1772764584335815,0.017818222989611932,Thursday,3,13,High
YouTube,2025-06-26,Short,38035,3460,680,229,22819,698,0.11486788484290784,0.26567635072959117,0.5999474168528987,0.018351518338372553,Thursday,6,26,Medium
YouTube,2025-05-10,Video,23146,1702,216,99,15025,343,0.08714248682277716,0.19644863043290417,0.6491402402142918,0.014818975200898643,Saturday,5,19,Low
Instagram,2025-01-15,Story,42848,4738,616,456,23928,774,0.1355955937266617,0.3174943988050784,0.5584391336818522,0.01806385362210605,Wednesday,1,3,Medium
Instagram,2025-04-08,Reel,27342,1734,93,53,21380,246,0.06875868627020701,0.14673396240216516,0.7819471874771414,0.008997147245995173,Tuesday,4,15,Low
Instagram,2025-04-15,Reel,28963,3589,566,188,33078,530,0.14994993612540136,0.3389151676276629,1.1420778234298934,0.018299209336049442,Tuesday,4,16,High
Instagram,2025-04-19,Reel,99905,14083,1448,398,99438,1408,0.15944146939592613,0.34532806165857566,0.9953255592813173,0.014093388719283319,Saturday,4,16,High
YouTube,2025-02-27,Video,6954,927,143,31,3333,126,0.15832614322691976,0.35058958872591317,0.47929249352890424,0.0181190681622088,Thursday,2,9,High
YouTube,2025-06-05,Video,24380,3359,248,220,26308,162,0.1569729286300246,0.3511894995898277,1.0790812141099262,0.006644790812141099,Thursday,6,23,High
YouTube,2025-03-02,Video,39861,5508,477,201,38778,569,0.1551892827575826,0.3374727176939866,0.9728305862873485,0.014274604249767944,Sunday,3,9,High
Instagram,2025-02-17,Post,25125,1639,108,71,13229,443,0.07235820895522388,0.15749253731343282,0.5265273631840796,0.017631840796019902,Monday,2,8,Low
YouTube,2025-04-18,Video,7875,1114,67,82,4931,54,0.16038095238095237,0.3605079365079365,0.6261587301587301,0.006857142857142857,Friday,4,16,High
YouTube,2025-06-18,Short,115540,13745,936,498,79380,1127,0.13137441578674053,0.2837805089146616,0.6870347931452311,0.009754197680456985,Wednesday,6,25,Medium
YouTube,2025-01-16,Video,25106,1978,346,56,17802,492,0.0947980562415359,0.2100693061419581,0.7090735282402613,0.019596909105393134,Thursday,1,3,Low
YouTube,2025-05-07,Short,8730,469,58,31,3878,156,0.06391752577319587,0.14513172966781215,0.4442153493699885,0.017869415807560136,Wednesday,5,19,Low
Instagram,2025-03-28,Post,33324,3718,540,123,32661,195,0.13146681070699795,0.29021125915256274,0.9801044292401873,0.005851638458768455,Friday,3,13,Medium
YouTube,2025-01-18,Short,138766,19737,2126,758,133575,1897,0.16301543605782395,0.35773892740296614,0.9625917011371662,0.013670495654555151,Saturday,1,3,High
YouTube,2025-02-09,Video,40866,4165,610,253,46283,255,0.1230362648656585,0.27957226055889983,1.1325551803455196,0.006239906034356189,Sunday,2,6,Medium
Instagram,2025-02-10,Post,35467,2942,367,248,40201,627,0.10029041080440973,0.23190571517184988,1.1334761891335607,0.017678405278145883,Monday,2,7,Low
Instagram,2025-05-10,Reel,101659,6792,1011,348,45260,1363,0.08017981683864685,0.18057427281401547,0.44521390137616934,0.013407568439587247,Saturday,5,19,Low
Instagram,2025-03-07,Reel,127744,8561,484,248,111531,2247,0.07274705661322645,0.15510708917835672,0.8730821017034068,0.01758986723446894,Friday,3,10,Low
Instagram,2025-02-16,Reel,14449,1795,214,89,8957,186,0.14520035988649735,0.3236902207765243,0.6199044916603225,0.012872863173922071,Sunday,2,7,High
Instagram,2025-05-20,Reel,45351,3072,431,233,21263,694,0.08237966086745606,0.1896760821150581,0.4688540495248175,0.01530285991488611,Tuesday,5,21,Low
Instagram,2025-05-19,Post,44711,6469,437,371,45450,731,0.1627563686788486,0.3601798215204312,1.0165283710943616,0.016349444208360358,Monday,5,21,High
Instagram,2025-02-19,Story,36714,4060,273,196,13744,388,0.12335893664542137,0.27016941766083785,0.37435310780628644,0.010568175627825898,Wednesday,2,8,Medium
YouTube,2025-01-24,Video,11908,713,111,66,9923,209,0.0747396708095398,0.17542828350688613,0.8333053409472624,0.01755122606650991,Friday,1,4,Low
YouTube,2025-01-26,Short,7121,934,79,74,3528,58,0.15264710012638674,0.3475635444460048,0.49543603426485044,0.008144923465805365,Sunday,1,4,High
Instagram,2025-03-08,Post,16644,1271,159,105,17962,101,0.092225426580149,0.212929584234559,1.0791876952655612,0.006068252823840423,Saturday,3,10,Low
YouTube,2025-06-17,Short,25259,2727,460,184,13470,418,0.13345738152737638,0.30697969040737955,0.5332752682212281,0.01654855694999802,Tuesday,6,25,Medium
YouTube,2025-03-18,Short,57867,7889,1306,672,63034,995,0.1705116906008606,0.39843088461472,1.0892909603055283,0.01719460141358633,Tuesday,3,12,High
YouTube,2025-05-30,Video,35703,5034,519,478,42434,427,0.16892137915581323,0.39254404391787806,1.1885275747136095,0.01195977929025572,Friday,5,22,High
Instagram,2025-02-13,Story,20730,2026,231,50,16314,318,0.11128798842257598,0.24095513748191028,0.7869753979739508,0.015340086830680173,Thursday,2,7,Medium
YouTube,2025-03-08,Video,13347,1007,130,81,12722,89,0.09125646212632052,0.21045927923878024,0.9531729976773807,0.00666816513074099,Saturday,3,10,Low
YouTube,2025-02-02,Video,40934,3802,743,199,16613,385,0.11589387794987052,0.2645233790980603,0.4058484389505057,0.009405384277129038,Sunday,2,5,Medium
